index,mechanism,action,drugA,drugB
21508,The risk or severity of adverse effects,increase,Cyclizine,Ethotoin
21509,The risk or severity of adverse effects,increase,Cyclizine,Ethylmorphine
21510,The risk or severity of adverse effects,increase,Cyclizine,Etizolam
21511,The risk or severity of adverse effects,increase,Cyclizine,Etomidate
21512,The risk or severity of adverse effects,increase,Cyclizine,Ezogabine
21513,The risk or severity of adverse effects,increase,Cyclizine,Felbamate
21514,The risk or severity of adverse effects,increase,Cyclizine,Fentanyl
21515,The risk or severity of adverse effects,increase,Cyclizine,Fexofenadine
21516,The risk or severity of adverse effects,increase,Cyclizine,Flibanserin
21517,The risk or severity of adverse effects,increase,Cyclizine,Flunarizine
21518,The risk or severity of adverse effects,increase,Cyclizine,Flunitrazepam
21519,The risk or severity of adverse effects,increase,Cyclizine,Fluoxetine
21520,The risk or severity of adverse effects,increase,Cyclizine,Flupentixol
21521,The risk or severity of adverse effects,increase,Cyclizine,Fluphenazine
21522,The risk or severity of adverse effects,increase,Cyclizine,Flurazepam
21523,The risk or severity of adverse effects,increase,Cyclizine,Fluticasonepropionate
21524,The risk or severity of adverse effects,increase,Cyclizine,Fluvoxamine
21525,The risk or severity of adverse effects,increase,Cyclizine,Fosphenytoin
21526,The risk or severity of adverse effects,increase,Cyclizine,Fospropofol
21527,The risk or severity of adverse effects,increase,Cyclizine,Gabapentin
21528,The risk or severity of adverse effects,increase,Cyclizine,Glutethimide
21529,The risk or severity of adverse effects,increase,Cyclizine,Guanfacine
21530,The risk or severity of adverse effects,increase,Cyclizine,Haloperidol
21531,The risk or severity of adverse effects,increase,Cyclizine,Halothane
21532,The risk or severity of adverse effects,increase,Cyclizine,Hexobarbital
21533,the central nervous system depressant ( CNS depressant ) activities,increase,Cyclizine,Hydrocodone
21534,The risk or severity of adverse effects,increase,Cyclizine,Hydromorphone
21535,the central nervous system depressant ( CNS depressant ) activities,increase,Cyclizine,Hydroxyzine
21536,The risk or severity of adverse effects,increase,Cyclizine,Iloperidone
21537,The risk or severity of adverse effects,increase,Cyclizine,Imipramine
21538,The risk or severity of adverse effects,increase,Cyclizine,Isoflurane
21539,The risk or severity of adverse effects,increase,Cyclizine,Ketamine
21540,The risk or severity of adverse effects,increase,Cyclizine,Ketazolam
21541,The risk or severity of adverse effects,increase,Cyclizine,Ketobemidone
21542,The risk or severity of adverse effects,increase,Cyclizine,Lamotrigine
21543,The risk or severity of adverse effects,increase,Cyclizine,Levobupivacaine
21544,The risk or severity of adverse effects,increase,Cyclizine,Levocetirizine
21545,The risk or severity of adverse effects,increase,Cyclizine,Levodopa
21546,The risk or severity of adverse effects,increase,Cyclizine,Levomethadylacetate
21547,The risk or severity of adverse effects,increase,Cyclizine,Levomilnacipran
21548,The risk or severity of adverse effects,increase,Cyclizine,Lidocaine
21549,The risk or severity of adverse effects,increase,Cyclizine,Loratadine
21550,The risk or severity of adverse effects,increase,Cyclizine,Lorazepam
21551,The risk or severity of adverse effects,increase,Cyclizine,Lurasidone
21552,The risk or severity of adverse effects,increase,Cyclizine,Maprotiline
21553,The risk or severity of adverse effects,increase,Cyclizine,Meclizine
21554,The risk or severity of adverse effects,increase,Cyclizine,Melatonin
21555,The risk or severity of adverse effects,increase,Cyclizine,Melperone
21556,The risk or severity of adverse effects,increase,Cyclizine,Meprobamate
21557,The risk or severity of adverse effects,increase,Cyclizine,Mesoridazine
21558,The risk or severity of adverse effects,increase,Cyclizine,Methadone
21559,the sedative activities,decrease,Cyclizine,Methamphetamine
21560,the central nervous system depressant ( CNS depressant ) activities,increase,Cyclizine,Methotrimeprazine
21561,The risk or severity of adverse effects,increase,Cyclizine,Methoxyflurane
21562,The risk or severity of adverse effects,increase,Cyclizine,Methsuximide
21563,The risk or severity of adverse effects,increase,Cyclizine,Methylphenobarbital
21564,The risk or severity of adverse effects,increase,Cyclizine,Midazolam
21565,the central nervous system depressant ( CNS depressant ) activities,increase,Cyclizine,Mirtazapine
21566,The risk or severity of adverse effects,increase,Cyclizine,Morphine
21567,the central nervous system depressant ( CNS depressant ) activities,increase,Cyclizine,Nabilone
21568,The risk or severity of adverse effects,increase,Cyclizine,Nefazodone
21569,The metabolism,decrease,Cyclobenzaprine,Cyclosporine
21570,The risk or severity of adverse effects,increase,Cyclobenzaprine,Cyproheptadine
21571,The serum concentration,decrease,Cyclobenzaprine,Cyproteroneacetate
21572,The serum concentration,increase,Cyclobenzaprine,Dabigatranetexilate
21573,The serum concentration,decrease,Cyclobenzaprine,Dabrafenib
21574,The risk or severity of adverse effects,increase,Cyclobenzaprine,Dantrolene
21575,The metabolism,decrease,Cyclobenzaprine,Darifenacin
21576,The serum concentration,increase,Cyclobenzaprine,Dasatinib
21577,The risk or severity of adverse effects,increase,Cyclobenzaprine,Desipramine
21578,The risk or severity of adverse effects,increase,Cyclobenzaprine,Desloratadine
21579,The risk or severity of adverse effects,increase,Cyclobenzaprine,Desmopressin
21580,The risk or severity of adverse effects,increase,Cyclobenzaprine,Desvenlafaxine
21581,the antihypertensive activities,decrease,Cyclobenzaprine,Dexmedetomidine
21582,The risk or severity of adverse effects,increase,Cyclobenzaprine,Dexmethylphenidate
21583,The risk or severity of adverse effects,increase,Cyclobenzaprine,Dextromethorphan
21584,The risk or severity of adverse effects,increase,Cyclobenzaprine,Dextropropoxyphene
21585,The risk or severity of adverse effects,increase,Cyclobenzaprine,Diazepam
21586,the anticoagulant activities,increase,Cyclobenzaprine,Dicoumarol
21587,the antihypertensive activities,decrease,Cyclobenzaprine,Dihydroergotamine
21588,The metabolism,decrease,Cyclobenzaprine,Diltiazem
21589,The metabolism,decrease,Cyclobenzaprine,Diphenhydramine
21590,The risk or severity of adverse effects,increase,Cyclobenzaprine,Dobutamine
21591,the serotonergic activities,increase,Cyclobenzaprine,Dolasetron
21592,The metabolism,decrease,Cyclobenzaprine,Dosulepin
21593,The risk or severity of adverse effects,increase,Cyclobenzaprine,Doxepin
21594,The metabolism,decrease,Cyclobenzaprine,Doxycycline
21595,the central nervous system depressant ( CNS depressant ) activities,increase,Cyclobenzaprine,Doxylamine
21596,the central nervous system depressant ( CNS depressant ) activities,increase,Cyclobenzaprine,Dronabinol
21597,The metabolism,decrease,Cyclobenzaprine,Dronedarone
21598,the antihypertensive activities,decrease,Cyclobenzaprine,Droxidopa
21599,the serotonergic activities,increase,Cyclobenzaprine,Duloxetine
21600,The risk or severity of adverse effects,increase,Cyclobenzaprine,Eletriptan
21601,The metabolism,decrease,Cyclobenzaprine,Eliglustat
21602,The serum concentration,increase,Cyclobenzaprine,Enalapril
21603,The risk or severity of adverse effects,increase,Cyclobenzaprine,Enflurane
21604,The risk or severity of adverse effects,increase,Cyclobenzaprine,Entacapone
21605,The serum concentration,decrease,Cyclobenzaprine,Enzalutamide
21606,the antihypertensive activities,decrease,Cyclobenzaprine,Epinephrine
21607,The risk or severity of adverse effects,increase,Cyclobenzaprine,Ergonovine
21608,the antihypertensive activities,decrease,Cyclobenzaprine,Ergotamine
21609,The metabolism,decrease,Cyclobenzaprine,Erythromycin
21610,The risk or severity of adverse effects,increase,Cyclobenzaprine,Escitalopram
21611,The risk or severity of adverse effects,increase,Cyclobenzaprine,Estazolam
21612,The risk or severity of adverse effects,increase,Cyclobenzaprine,Eszopiclone
21613,the central nervous system depressant ( CNS depressant ) activities,increase,Cyclobenzaprine,Ethanol
21614,The risk or severity of adverse effects,increase,Cyclobenzaprine,Ethosuximide
21615,The risk or severity of adverse effects,increase,Cyclobenzaprine,Ethotoin
21616,The risk or severity of adverse effects,increase,Cyclobenzaprine,Ethylmorphine
21617,The risk or severity of adverse effects,increase,Cyclobenzaprine,Etizolam
21618,the antihypertensive activities,decrease,Cyclobenzaprine,Etomidate
21619,The risk or severity of adverse effects,increase,Cyclobenzaprine,Ezogabine
21620,The risk or severity of adverse effects,increase,Cyclobenzaprine,Felbamate
21621,The risk or severity of adverse effects,increase,Cyclobenzaprine,Fentanyl
21622,The risk or severity of adverse effects,increase,Cyclobenzaprine,Fexofenadine
21623,The risk or severity of adverse effects,increase,Cyclobenzaprine,Flibanserin
21624,The risk or severity of adverse effects,increase,Cyclobenzaprine,Flunarizine
21625,The risk or severity of adverse effects,increase,Cyclobenzaprine,Flunitrazepam
21626,The risk or severity of adverse effects,increase,Cyclobenzaprine,Fluoxetine
21627,The risk or severity of adverse effects,increase,Cyclobenzaprine,Flupentixol
21628,The risk or severity of adverse effects,increase,Cyclobenzaprine,Fluphenazine
21629,The risk or severity of adverse effects,increase,Cyclobenzaprine,Flurazepam
21630,The risk or severity of adverse effects,increase,Cyclobenzaprine,Fluticasonepropionate
21631,The risk or severity of adverse effects,increase,Cyclobenzaprine,Fluvoxamine
21632,The risk or severity of adverse effects,increase,Cyclobenzaprine,Formoterol
21633,The metabolism,increase,Cyclobenzaprine,Fosphenytoin
21634,The risk or severity of adverse effects,increase,Cyclobenzaprine,Fospropofol
21635,The risk or severity of adverse effects,increase,Cyclobenzaprine,Frovatriptan
21636,The risk or severity of adverse effects,increase,Cyclobenzaprine,Gabapentin
21637,The risk or severity of adverse effects,increase,Cyclobenzaprine,Glutethimide
21638,the serotonergic activities,increase,Cyclobenzaprine,Granisetron
21639,the antihypertensive activities,decrease,Cyclobenzaprine,Guanabenz
21640,the antihypertensive activities,decrease,Cyclobenzaprine,Guanfacine
21641,The metabolism,decrease,Cyclobenzaprine,Haloperidol
21642,The risk or severity of adverse effects,increase,Cyclobenzaprine,Halothane
21643,The metabolism,increase,Cyclobenzaprine,Hexobarbital
21644,the central nervous system depressant ( CNS depressant ) activities,increase,Cyclobenzaprine,Hydrocodone
21645,The risk or severity of adverse effects,increase,Cyclobenzaprine,Hydromorphone
21646,the central nervous system depressant ( CNS depressant ) activities,increase,Cyclobenzaprine,Hydroxyzine
21647,The risk or severity of adverse effects,increase,Cyclobenzaprine,Iloperidone
21648,The metabolism,decrease,Cyclobenzaprine,Imatinib
21649,The risk or severity of adverse effects,increase,Cyclobenzaprine,Imipramine
21650,The risk or severity of adverse effects,increase,Cyclobenzaprine,Indacaterol
21651,The serum concentration,increase,Cyclobenzaprine,Isavuconazole
21652,The risk or severity of adverse effects,increase,Cyclobenzaprine,Isoflurane
21653,The serum concentration,increase,Cyclobenzaprine,Isoflurophate
21654,The metabolism,decrease,Cyclobenzaprine,Isoniazid
21655,The risk or severity of adverse effects,increase,Cyclobenzaprine,Isoprenaline
21656,The metabolism,decrease,Cyclobenzaprine,Isradipine
21657,The metabolism,decrease,Cyclobenzaprine,Itraconazole
21658,The serum concentration,increase,Cyclobenzaprine,Ivacaftor
21659,The risk or severity of adverse effects,increase,Cyclobenzaprine,Ketamine
21660,The risk or severity of adverse effects,increase,Cyclobenzaprine,Ketazolam
21661,The risk or severity of adverse effects,increase,Cyclobenzaprine,Ketobemidone
21662,The metabolism,decrease,Cyclobenzaprine,Ketoconazole
21663,The risk or severity of adverse effects,increase,Cyclobenzaprine,Lamotrigine
21664,The risk or severity of adverse effects,increase,Cyclobenzaprine,Levobupivacaine
21665,The risk or severity of adverse effects,increase,Cyclobenzaprine,Levocetirizine
21666,The risk or severity of adverse effects,increase,Cyclobenzaprine,Levodopa
21667,The risk or severity of adverse effects,increase,Cyclobenzaprine,Levomethadylacetate
21668,The risk or severity of adverse effects,increase,Cyclobenzaprine,Levomilnacipran
21669,The risk or severity of adverse effects,increase,Cyclobenzaprine,Levosalbutamol
21670,the arrhythmogenic activities,increase,Cyclobenzaprine,Levothyroxine
21671,The metabolism,decrease,Cyclobenzaprine,Lidocaine
21672,The serum concentration,increase,Cyclobenzaprine,Linagliptin
21673,the arrhythmogenic activities,increase,Cyclobenzaprine,Liotrix
21674,The metabolism,decrease,Cyclobenzaprine,Lobeglitazone
21675,The risk or severity of adverse effects,increase,Cyclobenzaprine,Loratadine
21676,The risk or severity of adverse effects,increase,Cyclobenzaprine,Lorazepam
21677,The risk or severity of adverse effects,increase,Cyclobenzaprine,Lorcaserin
21678,The serum concentration,increase,Cyclobenzaprine,Lorpiprazole
21679,The metabolism,decrease,Cyclobenzaprine,Lovastatin
21680,The metabolism,increase,Cyclobenzaprine,Lumacaftor
21681,The risk or severity of adverse effects,increase,Cyclobenzaprine,Lurasidone
21682,The risk or severity of adverse effects,increase,Cyclobenzaprine,Maprotiline
21683,The risk or severity of adverse effects,increase,Cyclobenzaprine,Meclizine
21684,The risk or severity of adverse effects,increase,Cyclobenzaprine,Melatonin
21685,The risk or severity of adverse effects,increase,Cyclobenzaprine,Melperone
21686,The risk or severity of adverse effects,increase,Cyclobenzaprine,Meprobamate
21687,The risk or severity of adverse effects,increase,Cyclobenzaprine,Mesoridazine
21688,The risk or severity of adverse effects,increase,Cyclobenzaprine,Methadone
21689,the antihypertensive activities,decrease,Cyclobenzaprine,Methamphetamine
21690,the central nervous system depressant ( CNS depressant ) activities,increase,Cyclobenzaprine,Methotrimeprazine
21691,The risk or severity of adverse effects,increase,Cyclobenzaprine,Methoxyflurane
21692,The risk or severity of adverse effects,increase,Cyclobenzaprine,Methsuximide
21693,The risk or severity of adverse effects,increase,Cyclobenzaprine,Methylphenidate
21694,The metabolism,increase,Cyclobenzaprine,Methylphenobarbital
21695,The risk or severity of adverse effects,increase,Cyclobenzaprine,Metoclopramide
21696,The metabolism,decrease,Cyclobenzaprine,Metoprolol
21697,The metabolism,decrease,Cyclobenzaprine,Mexiletine
21698,The risk or severity of adverse effects,increase,Cyclobenzaprine,Midazolam
21699,the vasopressor activities,increase,Cyclobenzaprine,Midodrine
21700,The metabolism,decrease,Cyclobenzaprine,Midostaurin
21701,The serum concentration,increase,Cyclobenzaprine,Mifepristone
21702,the serotonergic activities,increase,Cyclobenzaprine,Minaprine
21703,The metabolism,decrease,Cyclobenzaprine,Mirabegron
21704,the central nervous system depressant ( CNS depressant ) activities,increase,Cyclobenzaprine,Mirtazapine
21705,The serum concentration,decrease,Cyclobenzaprine,Mitotane
21706,the serotonergic activities,increase,Cyclobenzaprine,Moclobemide
21707,The risk or severity of adverse effects,increase,Cyclobenzaprine,Morphine
21708,the central nervous system depressant ( CNS depressant ) activities,increase,Cyclobenzaprine,Nabilone
21709,The risk or severity of adverse effects,increase,Cyclobenzaprine,Naratriptan
